Date,Long Iram,Barong Tongkok,Kembang Janggut,Karang Tunggal,Damai,Muara Ancalong,Muara Kaman,Panyinggahan,Sumber Sari,Tj. Issuy,Tenggarong,Muara Wahau
26-Mar-16,0,0,0,-,0,0,10,0,-,12,0,1.5
27-Mar-16,10,0,0,-,0,0,0,0,-,0,0,0
28-Mar-16,20,0,0,-,3.6,0,0,0,-,0,0,0
29-Mar-16,0,0,0,-,0,0,19.5,0,-,0,0,0
30-Mar-16,0,0,0,-,0,0,0,0,-,0,0,0
31-Mar-16,10,0,0,-,0,0,0,5.3,-,10.5,0,0
01-Apr-16,0,0,0,-,30,0,0,5,-,0,0,0
02-Apr-16,0,0,1.1,-,0,0,0,0,-,0,0,1.5
03-Apr-16,10,0,0,-,0,47.6,0,0,-,0,23.5,0
04-Apr-16,0,48,0,-,0,0,0,0,-,0,0.6,0
05-Apr-16,40.12,0,5.1,-,75.4,52.4,0,2.3,-,30.1,0,0
06-Apr-16,50.1,0,0,-,0,0,0,2,-,0,0,0
07-Apr-16,20,0,0,-,0,0,0,0,-,5,0,0
08-Apr-16,0,52.2,1.1,-,0,0,0,0,-,0,0,31.5
09-Apr-16,0,0,0,-,85,0,0,36,-,0,0,2.6
10-Apr-16,0,6.4,0,-,2,10.1,80,47.2,-,10.8,0,0
11-Apr-16,0,0,0,-,0,47.6,0,0,-,0,0,0
12-Apr-16,0,0,0,-,1.2,0,0,5.9,-,0,0,0
13-Apr-16,0,0,1.1,-,0,52.4,8,0,-,0,0,0
14-Apr-16,40.1,0,0,-,70.6,0,0,4.4,-,0,0,0
15-Apr-16,0,67.1,0,-,2,0,36.6,7.2,-,30.5,0,0
16-Apr-16,20.5,0,0,-,0,0,12,0,-,0,0,0
17-Apr-16,0,0,1.1,-,2.4,0,1.5,37.4,-,0,0,1.5
18-Apr-16,0,0,0,-,0,10.1,0,9.1,-,0,0,0
19-Apr-16,10,0,0,-,0,33.2,0,37.2,-,0,0,0
20-Apr-16,0,0,0,-,0,0,0,0,-,0,0.6,0
21-Apr-16,0,0,2.1,-,0,0,14.5,0,-,0,11.5,0
22-Apr-16,30,0,0,-,0,0,0,0,-,10.8,0,0
23-Apr-16,0,0,0,-,0,0,4.3,0,-,0,0,0
24-Apr-16,0,0,0,-,0,0,0,0,-,0,0,1.5
25-Apr-16,0,0,0,-,0,12.1,0,0,-,0,0,0
26-Apr-16,0,0,0,-,7.6,13.4,0,0,-,0,0,50.2
27-Apr-16,0,34.4,0,-,0.5,0,6.2,0,-,0,0,0
28-Apr-16,0,0,0,-,0,31.4,0,0,-,0,0,34.5
29-Apr-16,40.2,0,0,-,30,0,46.8,0,-,0,2.5,33.6
30-Apr-16,0,0,0,-,0,0,0,44.8,-,0,0,1.5
01-May-16,0,0,1.1,-,6,0,0,0,-,0,0,1.5
02-May-16,0,0,0,-,4.6,0,0,0,-,0,0,0
03-May-16,0,48.2,0,-,0,0,0,1.9,-,40.1,2.5,0
04-May-16,0,0,0,-,0,0,0,4.7,-,0,30.5,0
05-May-16,0,46.4,0,-,120,51.4,0,17,-,0,0,0
06-May-16,0,0,0,-,0,0,0,0,-,10.1,0,0
07-May-16,0,0,0,-,0,18.2,5.8,0,-,10.8,0,22.6
08-May-16,0,0,0,-,5,0,0,34.3,-,0,0,30.6
09-May-16,0,50,3.1,-,0,12.1,0,8.4,-,0,0,0
10-May-16,0,0,0,-,0,13.4,0,0,-,50.1,0,0
11-May-16,0,0,0,-,0,0,0,0,-,0,0,0
12-May-16,0,0,0,-,21.2,47.6,0,0,-,0,0,0
13-May-16,0,45.5,0,-,0,0,0,0,-,0,15.9,0
14-May-16,0,0,1.1,-,0,52.4,0,0,-,0,0,1.5
15-May-16,10.5,0,0,-,10.1,0,1.4,8.2,-,0,0,0
16-May-16,10,0,0,-,17,0,74.4,2.6,-,0,0.6,20.5
17-May-16,0.95,0,3.2,-,0,0,0,0,-,30.5,0,0
18-May-16,0,120.4,0,-,14.1,0,150.05,0,-,0,0,0
19-May-16,0,0,0,-,0,10.1,0,44,-,0,0,0
20-May-16,0,50,1.2,-,0,33.2,21.4,0,-,0,0,0
21-May-16,0,0,1.1,-,65.6,0,16,5.8,-,0,0,22.6
22-May-16,0,70.3,0,-,0,0,0,0,-,0,0,0
23-May-16,60.2,54.5,0,-,0,0,20,0,-,10.7,0,0
24-May-16,0,0,0,-,0,0,7,0,-,0,0,0
25-May-16,0,0,0,-,0,0,0,5.2,-,0,0,0
26-May-16,0,0,0,-,0,0,0,0,-,0,0,0
27-May-16,0,25.5,0,-,0,0,40,0,-,0,0,0
28-May-16,0,0,0,-,0,0,3.5,0,-,0,0,1.6
29-May-16,20,0,0,-,11.03,0,11,0,-,50.5,0,0
30-May-16,0,0,0,-,0,0,0,10.1,-,0,0,0
31-May-16,10,0,0,-,0,0,0,0,-,0,0,0
01-Jun-16,0,0,0,-,0,0,0,2.4,-,0,0,0
02-Jun-16,0,0,0,-,0,0,0,0,-,10.5,0,0
03-Jun-16,0,0,0,-,0,0,0,0,-,0,16.7,0
04-Jun-16,0,0,0,-,39.05,0,0,0,-,0,0,0
05-Jun-16,0,46.5,0,-,0,0,2.5,0,-,30.7,25.2,1.6
06-Jun-16,0,0,0,-,0,47.6,0,0,-,0,0,0
07-Jun-16,50.15,0,0,-,0,0,0,0,-,20.5,0,0
08-Jun-16,0,0,0,-,7.1,52.4,1.2,0,-,0,0,0
09-Jun-16,0,0,3.1,-,53.1,0,0,0,-,0,0,0
10-Jun-16,0,41.2,0,-,0,0,8,17.4,-,0,0,0
11-Jun-16,10,0,0,-,0,0,76,0,-,0,12.7,1.4
12-Jun-16,0,0,1.1,-,0,0,0,0,-,0,0,1.5
13-Jun-16,0,0,2.1,-,10.1,10.1,0,16.2,-,0,0,0
14-Jun-16,0,0,0,-,0,33.2,21,0,-,0,8.2,0
15-Jun-16,0,0,0,-,0,0,0,0,-,0,0,0
16-Jun-16,0,0,0,-,0,0,2.5,0,-,0,0,0
17-Jun-16,0,35.4,1.1,-,0,0,0,0,-,0,0,0
18-Jun-16,0,0,0,-,0,0,0,0,-,0,0,0
19-Jun-16,0,0,0,-,5.04,0,5,1.1,-,0,0,0
20-Jun-16,0,0,4.1,-,0,46.6,0,5.2,-,0,19.2,0.6
21-Jun-16,0,0,0,-,0,89.6,3.3,0,-,0,27.2,0
22-Jun-16,0,0,0,-,0,0,0,0,-,0,0,0
23-Jun-16,10,0,0,-,0,0,0,0,-,0,0,0
24-Jun-16,0,0.5,0,-,0,41.7,0,0,-,0,0,0
25-Jun-16,0,0,0,-,0,0,0,0,-,0,0,0
26-Jun-16,0,0,0,-,0,0,14.2,0,-,0,0,60.2
27-Jun-16,20,0,0,-,3,0,5,0,-,0,0,0.5
28-Jun-16,0,0,0,-,0,0,0,20.6,-,0,0,0
29-Jun-16,10,0,0,-,0,0,0,0,-,0,14.9,1.6
30-Jun-16,0,0,0,-,0,0,0,0,-,0,0,0
01-Jul-16,0,0,0,-,0,0,-,0,-,0,0,1.6
02-Jul-16,20,0,0,-,0,0,-,0,-,0,0,0
03-Jul-16,0,0,0,-,0,51.4,-,0,-,0,0,0
04-Jul-16,0,0,0,-,0,0,-,0,-,0,23.7,0
05-Jul-16,20.9,68.5,0,-,5,18.2,-,0,-,50.5,0,0
06-Jul-16,0,0,0,-,0,0,-,0,-,0,0,0
07-Jul-16,0,0,0,-,0,12.1,-,0,-,0,0,0
08-Jul-16,10,2,0,-,0,13.4,-,0,-,0,11.4,0
09-Jul-16,0,0,0,-,50.5,0,-,55.3,-,0,0,0
10-Jul-16,70.8,0,0,-,0,0,-,0,-,0,16.8,0
11-Jul-16,0,0,0,-,0,46.6,-,0,-,0,8.7,0
12-Jul-16,0,0,0,-,40.6,89.6,-,0,-,10.1,0,0
13-Jul-16,0,0,1.1,-,0,0,-,4,-,0,0,0
14-Jul-16,10,0,3.2,-,0,0,-,0.5,-,0,0,0
15-Jul-16,0,0,1.2,-,0,41.7,-,0,-,0,0,3.6
16-Jul-16,0,0,0,-,0,0,-,0,-,0,0,0
17-Jul-16,0,0,0,-,18,0,-,63.7,-,0,21.5,0
18-Jul-16,0,0,0,-,0,0,-,0,-,0,12.2,0
19-Jul-16,0,105.3,0,-,20.2,0,-,17.2,-,0,0,0
20-Jul-16,10,0,0,-,0,0,-,8.1,-,5.2,0,0
21-Jul-16,0,0,0,-,22.02,0,-,0,-,0,15.4,0
22-Jul-16,10,50.6,1.1,-,0,0,-,5.7,-,10.3,0,0
23-Jul-16,10.5,0,0,-,0,0,-,46.4,-,0,0,0
24-Jul-16,0,0,0,-,30.2,0,-,0,-,0,0,0
25-Jul-16,0,0,0,-,0,0,-,31,-,0,0,0
26-Jul-16,0,55.4,2.1,-,40.9,0,-,15.7,-,0,0,0
27-Jul-16,0,0,0,-,0,0,-,16.4,-,0,0,0
28-Jul-16,0,0,0,-,0,0,-,0,-,0,0,0
29-Jul-16,0,0,0,-,5,0,-,0,-,0,22.8,0
30-Jul-16,0,26.4,0,-,55,0,-,0.6,-,0,0,0
31-Jul-16,0,0,0,-,0,0,-,0,-,0,0,0
01-Aug-16,0,0,0,-,20,0,-,0,-,5.5,0,0
02-Aug-16,70.2,0,0,-,0,0,-,46,-,0,20.3,0
03-Aug-16,0,0,0,-,0,0,-,0,-,0,0,0
04-Aug-16,40.15,0,0,-,0,0,-,0.5,-,0,10.6,0
05-Aug-16,0,0,0,-,0,0,-,0,-,0,0,0
06-Aug-16,0,0,0,-,0,0,-,0,-,30.2,0,0
07-Aug-16,10,0,0,-,0,0,-,0,-,0,17.7,0
08-Aug-16,0,0,1.1,-,0,0,-,0,-,0,0,0
09-Aug-16,0,0,0,-,0,0,-,0,-,0,0,0
10-Aug-16,0,0,0,-,0,0,-,0,-,0,0,0
11-Aug-16,0,0,0,-,5,0,-,0,-,0,0,0
12-Aug-16,0,0,0,-,0,0,-,0,-,0,0,0
13-Aug-16,0,0,1.1,-,0,0,-,0,-,10.3,0,0
14-Aug-16,0,0,0,-,12,0,-,0,-,0,14.5,0
15-Aug-16,0,0,0,-,0,0,-,1.9,-,0,22.9,0
16-Aug-16,0,0,0,-,0,0,-,0,-,0,0,0
17-Aug-16,10,30.5,1.1,-,0,0,-,0,-,0,13.2,0
18-Aug-16,0,0,2.1,-,0,51.4,-,0,-,0,0,0
19-Aug-16,0,0,0,-,22,0,-,0,-,0,0,0
20-Aug-16,0,10.3,0,-,0,18.2,-,4,-,0,0,0
21-Aug-16,40.5,0,0,-,0,0,-,0,-,0,0,0
22-Aug-16,0,0,0,-,0,12.1,-,0,-,5.6,0,0
23-Aug-16,0,0,0,-,0,13.4,-,0,-,0,0,0
24-Aug-16,0,0,0,-,1.7,0,-,0,-,0,0,0.5
25-Aug-16,10,0,0,-,0,31.4,-,0,-,0,18.8,0
26-Aug-16,0,0,0,-,0,0,-,0,-,0,0,0
27-Aug-16,0,23.4,0,-,2.2,0,-,0,-,0,14.8,0
28-Aug-16,20,0,0,-,0,0,-,0,-,0,0,0
29-Aug-16,0,0,0,-,0,0,-,27.8,-,0,0,0
30-Aug-16,10.36,33.2,0,-,0,0,-,0,-,0,0,0
31-Aug-16,0,0,0,-,0,0,-,0.5,-,10.5,0,0
01-Sep-16,0,0,1.2,-,0,0,-,0,-,0,14.9,10.5
02-Sep-16,0,0,1.1,-,0,0,-,0,-,0,0,0
03-Sep-16,0,0,0,-,4.2,0,-,0,-,0,0,0
04-Sep-16,0,0,0,-,0,0,-,0,-,0,0,0
05-Sep-16,0,15.7,0,-,0,0,-,5.7,-,0,26.3,0
06-Sep-16,0,0,0,-,0,0,-,2.8,-,0,0,1.5
07-Sep-16,0,0,0,-,3,0,-,0,-,0,10.3,30.6
08-Sep-16,0,0,0,-,0,0,-,0,-,0,0,0
09-Sep-16,0,0,0,-,2,51.4,-,0,-,0,0,0
10-Sep-16,0,23.3,0,-,0,0,-,26.5,-,0,0,0
11-Sep-16,0,0,3.1,-,0,18.2,-,4.3,-,0,0,0
12-Sep-16,10,0,0,-,0,0,-,0,-,0,0,0
13-Sep-16,0,0,0,-,2.5,12.1,-,1.1,-,0,0,0
14-Sep-16,20,0,2.1,-,0,13.4,-,1.3,-,0,0,0
15-Sep-16,0,0,0,-,0,0,-,0,-,0,17.8,0
16-Sep-16,0,0,5.1,-,0,31.4,-,2.2,-,0,0,0
17-Sep-16,0,0,8.1,-,0,0,-,0,-,0,0,0
18-Sep-16,0,10.2,0,-,0,0,-,0,-,0,0,0
19-Sep-16,20,0,0,-,3.7,0,-,0,-,0,0,0
20-Sep-16,0,0,0,-,0,0,-,0,-,0,0,0.6
21-Sep-16,0,0,0,-,1.4,0,-,10.8,-,0,0,0
22-Sep-16,0,0,0,-,0,0,-,11,-,0,56.7,22.5
23-Sep-16,0,0,0,-,0,0,-,0,-,0,22.4,0
24-Sep-16,0,0,3.1,-,0,0,-,0,-,0,43.9,0
25-Sep-16,0,21.4,0,-,2,0,-,0.5,-,0,0,0
26-Sep-16,0,0,0,-,0,0,-,0,-,0,0,0
27-Sep-16,0,0,0,-,2.7,0,-,0.5,-,0,0,0
28-Sep-16,0,0,2.1,-,0,0,-,0.5,-,0,0,0
29-Sep-16,0,0,0,-,0,0,-,15.7,-,0,0,15.2
30-Sep-16,0,8.1,0,-,0,0,-,6.1,-,0,0,0
01-Oct-16,0,0,0,-,3.2,0,-,0,-,0,0,0
02-Oct-16,0,0,3.1,-,1.1,0,-,0.9,-,0,3.6,0
03-Oct-16,0,0,0,-,0,0,-,1.2,-,0,0,22.6
04-Oct-16,0,24,0,-,0,20.4,-,0,-,0,0,0
05-Oct-16,0,0,0,-,0,0,-,0,-,10.5,0,0
06-Oct-16,0,0,0,-,0,0,-,0,-,0,1.6,0
07-Oct-16,0,0,0,-,4.6,0,-,0,-,0,0,0
08-Oct-16,0,55.5,10.3,-,0,0,-,1.5,-,5.5,0,0
09-Oct-16,0,0,2.1,-,0,0,-,13,-,0,0,0
10-Oct-16,0,0,1.2,-,1.5,0,-,2.4,-,0,0.5,1.6
11-Oct-16,0,0,0,-,0,40.9,-,1.1,-,0,0,31.5
12-Oct-16,0,0,0,-,0,0,-,6.5,-,0,0,0
13-Oct-16,0,0,0,-,0,45.2,-,0,-,50.2,0,0
14-Oct-16,0,80.2,0,-,0,0,-,0,-,10.1,0,0
15-Oct-16,0,0,8.2,-,6.1,0,-,21.5,-,0,0,0
16-Oct-16,0,0,2.1,-,1.2,0,-,0,-,0,2.5,0
17-Oct-16,20,0,0,-,0,0,-,0,-,0,0,33.6
18-Oct-16,0,0,5.1,-,0,61.3,-,0,-,0,0,15.2
19-Oct-16,0,0,0,-,2.4,0,-,3.4,-,20.5,0,0
20-Oct-16,0,7.4,10.1,-,1.6,0,-,0,-,0,0,0
21-Oct-16,0,0,0,-,8.3,0,-,7.6,-,10.5,0,0
22-Oct-16,0,0,0,-,10,10.2,-,0,-,40.5,0,0
23-Oct-16,0,0,2.1,-,10.2,0,-,97.6,-,0,0,0
24-Oct-16,0.67,0,9.2,-,0,0,-,24.9,-,20.5,0,0
25-Oct-16,10,0,2.1,-,0,0,-,73.6,-,0,20.5,0
26-Oct-16,0,0,0,-,0,0,-,0,-,40.5,0,0
27-Oct-16,0,0,2.1,-,0,18.2,-,0,-,0,0,0
28-Oct-16,0,0,0,-,0,0,-,0.9,-,0,0,0
29-Oct-16,0,74.8,0,-,0,0,-,25.3,-,70.1,0,0
30-Oct-16,0,42.5,0,-,0,0,-,0,-,20.5,0,1.5
31-Oct-16,0,88.1,0,-,4.3,0,-,0,-,0,0,3.6
01-Nov-16,0,20.3,-,-,28,24.3,-,43.5,-,0,0,0
02-Nov-16,0.75,0,-,-,0,0,-,9.4,-,10.1,0,0
03-Nov-16,0,0,-,-,3.9,12,-,4,-,20.5,22.6,0
04-Nov-16,0,0,-,-,0,0,-,0,-,0,0,0
05-Nov-16,0,0,-,-,0,0,-,14,-,10.5,0,0
06-Nov-16,30.14,0,-,-,0,0,-,0,-,0,0,0
07-Nov-16,0,0,-,-,0,0,-,0,-,50.1,0,0
08-Nov-16,20.1,80.4,-,-,63.3,0,-,0,-,0,0,0
09-Nov-16,0,0,-,-,0,0,-,55.4,-,0,20.5,0
10-Nov-16,0,0,-,-,0,0,-,19.6,-,40.1,0,0
11-Nov-16,10,0,-,-,0,21.4,-,0,-,10.5,0,0
12-Nov-16,10.62,0,-,-,3.1,47.6,-,1.5,-,0,0.5,0
13-Nov-16,0,135,-,-,0.5,0,-,0,-,0,0,0
14-Nov-16,20.55,0,-,-,0,52.4,-,6.2,-,20.1,0,0
15-Nov-16,0,0,-,-,0,0,-,0,-,50.2,0,0
16-Nov-16,0,0,-,-,5,0,-,15,-,0,0,0
17-Nov-16,0,0,-,-,0,0,-,53.2,-,0,0,0
18-Nov-16,0,20.7,-,-,0,0,-,5.3,-,40.1,0.6,0
19-Nov-16,0,0,-,-,0.9,10.1,-,87,-,0,0,0
20-Nov-16,0,0,-,-,0,33.2,-,0,-,0,0,0
21-Nov-16,0,35.6,-,-,2.5,0,-,0,-,50.2,0,0
22-Nov-16,0,0,-,-,2.8,0,-,47.3,-,0,0,0
23-Nov-16,0,0,-,-,3,0,-,1.2,-,0,1.5,1.2
24-Nov-16,0,24.7,-,-,0,0,-,0,-,40.1,0,2.5
25-Nov-16,0,62.8,-,-,0,32.8,-,18.3,-,0,0,1
26-Nov-16,0,0,-,-,0,42,-,4,-,70.2,0,61.5
27-Nov-16,0,0,-,-,0,0,-,0,-,0,0,1.3
28-Nov-16,0,0,-,-,0,17.3,-,42.2,-,0,0,0
29-Nov-16,0,1.5,-,-,3.7,12.1,-,22,-,50.1,20.5,14.5
30-Nov-16,0,10.8,-,-,4.2,28.9,-,0,-,20.5,0,7.6
01-Dec-16,0,0,-,-,0,22.4,-,0,-,0,3.5,4.8
02-Dec-16,40.25,9,-,-,0,0,-,0,-,0,0,0.5
03-Dec-16,0,0,-,-,2.1,71.5,-,2.1,-,0,0,8.6
04-Dec-16,60.2,0,-,-,0,0,-,18.1,-,0,0,11
05-Dec-16,80.53,0,-,-,0,42.3,-,9.3,-,0,0,5.6
06-Dec-16,0,0,-,-,0,0,-,0,-,0,33.6,11.6
07-Dec-16,10,0,-,-,4.7,51.4,-,52.5,-,5.5,0,0
08-Dec-16,0,0,-,-,0,0,-,1.9,-,0,0,14.6
09-Dec-16,0,5.8,-,-,2.5,18.2,-,0,-,0,1.6,7.3
10-Dec-16,0,0,-,-,3.2,0,-,33.2,-,0,0,15
11-Dec-16,30.8,0,-,-,0,12.1,-,12,-,10.8,0,0
12-Dec-16,10,21.5,-,-,0,13.4,-,0.8,-,0,0.5,2.6
13-Dec-16,0,31.6,-,-,0,0,-,12.7,-,50.2,0,0
14-Dec-16,0,0,-,-,0,31.4,-,0,-,0,0,0
15-Dec-16,10,0,-,-,6.2,0,-,1.1,-,0,0,0
16-Dec-16,20.5,66.5,-,-,0,0,-,0,-,20.21,0,0
17-Dec-16,0,0,-,-,0,0,-,27.6,-,0,0,64.6
18-Dec-16,0,55.5,-,-,0,41.6,-,4,-,0,11.6,0
19-Dec-16,0,0,-,-,1.6,23,-,41.9,-,0,0,96.4
20-Dec-16,0,0,-,-,0,0,-,18.3,-,0,0,0
21-Dec-16,0,16.7,-,-,0,46.6,-,8.3,-,0,0,0
22-Dec-16,100.2,0,-,-,0,89.6,-,0,-,0,0,86.3
23-Dec-16,0,0,-,-,0,0,-,0,-,0,0.6,100.3
24-Dec-16,0,0,-,-,0,0,-,0,-,0,0,98.7
25-Dec-16,0,15.6,-,-,0,41.7,-,10.3,-,0,0,76.5
26-Dec-16,0,0,-,-,5.2,0,-,14.1,-,0,0,100.2
27-Dec-16,0,0,-,-,2.9,16.5,-,1.4,-,0,0,85.4
28-Dec-16,0,0,-,-,0,0,-,0,-,0,0,100.6
29-Dec-16,60.67,20.2,-,-,4.3,11.4,-,0,-,0,3.8,0
30-Dec-16,0,0,-,-,0,0,-,0,-,0,0,0
31-Dec-16,0,0,-,-,1.8,19,-,18.7,-,0,0,78.3
01-Jan-17,0,31.6,-,0,2.3,0,0,0,15.1,0,0,0
02-Jan-17,0,0,-,0,0,23.2,9,0,0,0,23.4,1.7
03-Jan-17,0,13.2,-,23.8,4.2,15.1,0,0,0,50.1,0,2.6
04-Jan-17,35.32,0,-,0,1.6,0,9,1.4,0,0,0,11.7
05-Jan-17,24,0,-,0,0,21,19,23.7,0,0,33.6,98.6
06-Jan-17,0,0,-,20.7,0,0,0,4.1,15.5,0,45.3,47.2
07-Jan-17,0,0,-,0,0,12.3,28.1,46.5,17.3,10.25,0,1.6
08-Jan-17,0,0,-,0,4.7,0,0,0,0,0,0,14.6
09-Jan-17,0,0,-,0,0,0,20,31.3,0,0,0,0
10-Jan-17,0,0,-,0,0,28,0,0,0,35.05,27.8,0
11-Jan-17,0,0,-,21.5,5.2,0,0,0,0,0,18.5,10.2
12-Jan-17,15.2,0,-,0,2,0,0,12.5,0,0,0,0
13-Jan-17,0,0,-,0,0.4,0,0,0,0,10.05,48.2,27.2
14-Jan-17,0,0,-,6.3,0,0,0,12.7,0,0,0,0
15-Jan-17,0,0,-,1.3,0,9.7,0,0,0,27.55,0,16.6
16-Jan-17,0,0,-,3.7,4.1,0,0,0,0,0,0,0
17-Jan-17,40.35,0,-,0,0,14.5,71,14.5,0,0,0,20.3
18-Jan-17,35,0,-,0,0.9,17.2,0,0,0,0,37.8,0
19-Jan-17,0,0,-,0.7,0,0,0,0,0,0,40.5,0
20-Jan-17,0,10.6,-,0,4,0,8,0,0,0,28.9,59.6
21-Jan-17,0,8.5,-,0,0,0,0,25.4,0,35.25,0,0
22-Jan-17,0,16.3,-,62.1,8.5,0,10,0,0,0,0,0
23-Jan-17,0,16.4,-,0,0.8,33.4,14.1,26,0,0,44.7,7.2
24-Jan-17,0,0,-,0,0,0,0,1,0,10.25,31.2,0
25-Jan-17,0,0,-,0,7.3,0,0,21.8,0,0,0,0
26-Jan-17,0,0,-,0,0,0,0,0,0,0,52.3,0
27-Jan-17,0,14.7,-,0,10.1,0,0,0,0,0,21.8,1.3
28-Jan-17,0,0,-,0,0,0,0,17,0,47.55,15.4,0
29-Jan-17,0,0,-,0,9.4,25.6,76,50.7,0,0,8.2,7.6
30-Jan-17,0,0,-,0,12.8,0,0,11.8,0,5.25,0,10
31-Jan-17,0,0,-,0,7.6,0,0,21.2,0,0,0,12.3
01-Feb-17,0,0,-,0,1.3,0,19.1,0,55.1,0,30.7,20.2
02-Feb-17,0,0,-,20.7,0,0,0,0,40,0,21.8,12.5
03-Feb-17,0,22.8,-,0,0,0,0,0,10.1,25.1,0,8.3
04-Feb-17,0,0,-,4,0,8.3,9,0,0,0,0,36.1
05-Feb-17,0,34,-,5,3.6,11.4,17,0,0,0,0,42.4
06-Feb-17,0,0,-,0,1.9,0,0,0,0,0,14.3,34.6
07-Feb-17,110,0,-,0,0,0,0,0,0,0,23.6,0
08-Feb-17,2.5,0,-,0,0,20.1,0,0,0,45.05,0,0
09-Feb-17,0,0,-,0,4.2,0,0,0,0,0,8.4,0
10-Feb-17,0,0,-,0,0,0,0,0,0,0,0,0
11-Feb-17,0,0,-,0,5.2,13.2,0,0,0,0,0,0
12-Feb-17,0,0,-,0,0,0,0,72.3,0,50.1,17.8,0
13-Feb-17,0,0,-,0,1.5,0,47.1,0,0,0,0,0
14-Feb-17,0,0,-,0,0,41.6,0,0,0,0,0,0
15-Feb-17,28.55,0,-,0,0,0,0,0,0,0,0,0
16-Feb-17,0,0,-,0,2.1,0,8,0,0,0,0,0
17-Feb-17,0,0,-,1.5,0,0,0,0,0,10.05,26.2,0
18-Feb-17,0,1.6,-,4.7,0,0,0,4.5,0,0,13.5,3.3
19-Feb-17,0,2,-,0,2.4,0,0,0,0,0,0,0
20-Feb-17,0,19.7,-,0,0,19.3,0,0,0,0,0,0
21-Feb-17,0,1.3,-,8.6,0,0,0,0,0,0,0,0
22-Feb-17,0,0,-,7.6,4.3,0,0,3.3,0,40.1,0,2.6
23-Feb-17,0,20,-,2,1.8,24.1,0,1.5,0,0,0,46.2
24-Feb-17,0,22.8,-,0,5.1,0,0,0.4,0,0,0,0
25-Feb-17,10.8,34,-,63.5,0,0,0,0.8,0,0,0,0
26-Feb-17,0,1,-,0,0,0,68.1,50,0,0,0,0
27-Feb-17,0,0,-,0,2.6,17,0,0,0,0,0,0
28-Feb-17,0,0,-,4.9,7.3,0,10,0,0,0,0,0
01-Mar-17,0,9.7,2.1,15,4.2,0,0,0.8,23.4,25.1,0,98.3
02-Mar-17,0,3.3,2.1,0,0,20.4,0,38,23.3,35.05,0,6.4
03-Mar-17,0,0,1.1,0,3.9,0,0,17.1,2.4,25.25,0,0
04-Mar-17,0,3.2,0,0,4.1,0,0,0,0,10.05,0,86.3
05-Mar-17,40.12,23.6,0,5.5,0,15.2,0,89.4,0,0,0,0
06-Mar-17,50.1,35.4,0,0,0,64.7,0,0.3,0,20.1,0,43.2
07-Mar-17,20,42.2,5.2,12.1,2.1,42.3,29.3,36.8,0,0,0,65.7
08-Mar-17,20.7,6.5,2.1,0,0.7,0,0,8.1,0,0,0,47.4
09-Mar-17,30.8,0,0,0,0.3,53.6,0,0,0,0,0,0
10-Mar-17,0,5.5,0,17,0,23.4,0,0,0,25.05,0,32.6
11-Mar-17,0,3.2,0,0,1.9,0,0,0,0,0,0,55.7
12-Mar-17,0,8.4,6,0,0,14.6,0,12.7,0,10.25,0,24.3
13-Mar-17,0,11.5,0,0,4.3,0,0,0,0,0,0,16.6
14-Mar-17,40.1,0,7,0,0,0,10,27,20.2,19.25,0,84.2
15-Mar-17,0,0,7,0,0,0,0,0,0,0,0,12.4
16-Mar-17,20.5,1,0,0,0,33.1,0,31.8,0,35.05,0,5.6
17-Mar-17,10,0,0,2.9,2.7,0,0,0,0,0,0,26.3
18-Mar-17,0,0,0,1.7,0,0,80,65.4,0,0,0,3.2
19-Mar-17,10,0,0,3.7,3.2,0,0,14.5,0,50.25,0,0
20-Mar-17,0,5.3,0,44,3.2,0,0,0,20.3,0,0,54.7
21-Mar-17,0,41,2.1,5,0,24.5,18.1,4.4,0,0,0,36.4
22-Mar-17,30,0,0,0,5.2,0,0,19.8,20.4,0,17.4,23.3
23-Mar-17,0,0,0,31.7,0,0,0,0,0,0,20.5,54.6
24-Mar-17,0,0,0,2.5,0,0,0,0,0,0,0,8.7
25-Mar-17,0,0,0,0,1.4,11.6,0,0,0,0,0,67.3
26-Mar-17,0,36.5,0,5.6,2.4,0,0,0,3.8,0,0,4.5
27-Mar-17,0,0,0,0,0,16.7,0,0,0,0,0,2.3
28-Mar-17,0,0,12,0,3.7,0,0,0,0,0,28.9,10.2
29-Mar-17,40.2,0,0,0,4.5,0,0,0,0,0,0,3.5
30-Mar-17,0,4.7,12,40.9,7.9,200,0,0,0,0,11.3,2.4
31-Mar-17,0,0,12,0,1.9,0,9,2.1,0,0,0,1
01-Apr-17,0,0,0,19.2,3.6,0,39.1,34.6,0,0,14.8,0
02-Apr-17,0,26,0,31.5,1.7,14.5,0,2.4,0,35.1,23.4,48.7
03-Apr-17,40.9,26,0,28.8,0,23.6,60,8.2,0,0,0,63.4
04-Apr-17,0,0,12,47,4.8,0,19,2,0,10.05,0,92.2
05-Apr-17,40.5,0,0,27.5,0,11.2,40.1,48.6,0,0,42.6,6.3
06-Apr-17,30.18,11,2.1,0,2.4,0,28.1,74.6,0,0,11.7,0
07-Apr-17,10,0,0,15.2,0.8,45.3,50.1,18,0,0,8.6,0
08-Apr-17,50.6,23,4.2,14.2,6.3,0,0,1.3,0,0,21.3,0
09-Apr-17,40.72,34.9,2.1,2.1,0,0,0,0,0,35.15,0,0
