Date,Long Iram,Barong Tongkok,Kembang Janggut,Karang Tunggal,Damai,Muara Ancalong,Muara Kaman,Panyinggahan,Sumber Sari,Tj. Issuy,Tenggarong,Muara Wahau
16-Dec-08,-,11,4.3,0,21.5,0,48.2,31.5,10.5,20.5,0,21.5
17-Dec-08,-,0,2.4,62,0,61,37.5,13.6,0,0,44.5,22.6
18-Dec-08,-,0,2.6,0,0,0,53.6,1.5,62,50.2,0,0
19-Dec-08,-,82,4.7,7,15.4,0,71.4,46.5,0,0,0,0
20-Dec-08,-,0,0,93.5,16.9,0,64.5,0,7,30.1,98.7,0
21-Dec-08,-,0,0,29.5,0,22.2,0,7.4,93.5,60.9,0,29.5
22-Dec-08,-,0,2.1,0,30.6,0,0,15.5,29.5,30.5,113.4,0
23-Dec-08,-,10,5.2,0,15.2,47.3,57.6,38.7,0,0,38.5,33.3
24-Dec-08,-,0,4.7,52,1.5,0,48.7,0,0,0,45.2,0
25-Dec-08,-,0,3.5,3,0,0,0,0,52,0,61.3,0
26-Dec-08,-,0,1.3,0,0,0,62.4,0,3,0,117.9,0
27-Dec-08,-,6,2.4,3.5,0,0,65.6,8.4,0,0,0,0
28-Dec-08,-,0,3.6,0,24.5,40.5,47.3,0,3.5,0,47.6,30.6
29-Dec-08,-,0.9,0,0,1.5,0,53.7,0,0,30.9,0,0
30-Dec-08,-,0,5.2,0,0,0,27.5,18.6,0,0,0,0
31-Dec-08,-,0,0,0,41.2,10.1,0,0,0,18.4,0,11.5
01-Jan-09,0.38,0,0,-,0,0,67.4,3.7,46.5,0,51.6,3.2
02-Jan-09,20.15,0,0,-,5.7,0,45.6,0,23.5,4.7,23.4,1.5
03-Jan-09,0,0,2.5,-,0,0,36.5,18.5,15.2,0,7.6,0.6
04-Jan-09,40.25,0,7.7,-,0,0,0,0.5,0,0,0,0
05-Jan-09,20.82,0,0,-,0.5,10.5,28.7,0,0,0,0,0
06-Jan-09,0,0,0,-,3.2,0,0,0,0,4.1,0,10.2
07-Jan-09,10.22,0,0,-,0,0,0,3.7,0,0,44.5,3.6
08-Jan-09,60.26,0,0,-,0,0,37.4,0,4.2,0,0,0
09-Jan-09,0,31,0,-,2.1,30,0,0,11.5,0,0,0
10-Jan-09,0,0,0,-,3.3,0,0,1.9,0,3.2,0,0
11-Jan-09,0,0,0,-,0,0,0,0,2.6,0,0,2.1
12-Jan-09,0,0,0,-,0,0,26.6,0,0,0,0,0
13-Jan-09,0,0,0,-,4.8,0,0,0,0,5.6,19.8,0
14-Jan-09,0,20,0,-,0,0,0,0,0,0,0,0
15-Jan-09,30.45,0,0,-,6.9,0,45.5,0,15.2,7.1,41.7,0
16-Jan-09,0,0,0,-,4.2,0,0,0,0,4.2,0,11.5
17-Jan-09,0,0,0,-,0,11.2,47.2,0,0,0,0,3.6
18-Jan-09,0,19,0,-,0,0,0,0,13.2,0,0,0
19-Jan-09,0,20,0,-,0,0,0,28.5,16.5,0,38.8,0
20-Jan-09,0.25,0,0,-,8.4,0,0,9.3,0,8.2,6.7,0
21-Jan-09,0,10,0,-,0.3,0,0,0,0,0,0,0
22-Jan-09,30.39,9,0,-,4.9,0,38.5,0,3.5,5.1,0,1.5
23-Jan-09,0,34,0,-,0,20.3,52.4,0,0,0,91.3,0.6
24-Jan-09,0,0,0,-,0,0,0,0,0,0,0,0
25-Jan-09,20.14,0,0,-,0,0,0,0,15.2,0,10.4,0.5
26-Jan-09,0,0,0,-,0,0,46.7,0,0,0,20.6,0
27-Jan-09,0,0,0,-,2.2,110.1,0,0,0,2.1,0,0
28-Jan-09,0,0,1.6,-,0,0,57.8,0,12.4,0,15.5,0
29-Jan-09,0,23,3.1,-,0,0,36.6,0,0,0,0,10.2
30-Jan-09,0.92,29,7.4,-,30.9,0,0,4.8,15.2,30.9,0,0
31-Jan-09,40.56,0,0,-,10.4,0,0,0,0,10.2,0,2.5
01-Feb-09,100.9,55,1.7,-,0,0,42.5,124,0,0,0,0
02-Feb-09,0,33,3.4,-,3.3,21.3,0,0,0,3.2,0,0.5
03-Feb-09,30.7,0,1.8,-,5.4,0,47.3,9,5.2,5.1,0,3.5
04-Feb-09,0.1,24,6.1,-,0,40.4,38.4,0,0,0,41.3,2.6
05-Feb-09,0,0,2.5,-,10.6,0,0,17.5,0,10.5,17.6,0
06-Feb-09,30.45,0,0,-,8.2,0,0,0,0,8.1,0,0
07-Feb-09,0,12,0,-,0,0,56.7,0,15.2,0,0,0
08-Feb-09,0,0,0,-,0,0,0,0,0,0,0,10.2
09-Feb-09,0,0,0,-,20.6,0,57.4,9,0,20.5,0,2.5
10-Feb-09,0,0,0,-,4.4,11.2,36.3,0,0,5.4,0,0
11-Feb-09,0,0,0,-,1.5,0,0,0,15.2,2,0,0
12-Feb-09,20.22,0,0,-,0,0,0,0,0,0,66.4,3.4
13-Feb-09,0,0,2.3,-,8.3,0,0,0,21.5,7.1,0,2.5
14-Feb-09,30.74,0,3.6,-,4.8,0,62.5,18.4,0,5.2,0,0
15-Feb-09,0.29,30,1.8,-,0,0,64.7,9.5,0,0,20.8,0.4
16-Feb-09,0,0,0,-,0,0,0,0,15.21,0,0,2.6
17-Feb-09,20.25,15,0,-,0,30.1,43.6,0,0,0,0,15.2
18-Feb-09,0,0,0,-,4.2,0,0,0,0,4.1,0,0
19-Feb-09,0,0,0,-,0,0,56.3,0,0,0,36.7,0
20-Feb-09,0,0,0,-,6.3,0,0,0,15.2,6.2,0,3.8
21-Feb-09,0,0,2.9,-,0,0,0,0,0,0,0,2.5
22-Feb-09,10.92,0,0,-,9.2,0,48.6,20,0,9.1,7.6,0
23-Feb-09,0.93,0,5.6,-,0,0,0,0,4.2,0,14.1,0
24-Feb-09,0,0,0,-,0,0,27.4,0,0,0,0,0
25-Feb-09,0,0,0,-,7.8,60.2,35.2,0,32.5,8.1,0,0
26-Feb-09,0,0,0,-,2.4,0,0,10.4,12.5,2.2,89.2,1.5
27-Feb-09,40.55,30,0,-,1.3,0,0,10,0,0,0,0
28-Feb-09,0,9,0,-,0,34.1,46.7,30.8,2.6,0,75.3,0.5
01-Mar-09,0,43,0,-,30.9,0,46.2,100.8,15.2,30.8,0,1.5
02-Mar-09,0,7,0,-,11.1,0,0,0,30.2,10.1,15.4,0
03-Mar-09,60.63,0,0,-,0,32,57.6,0,0,0,0,0
04-Mar-09,0,0,0,-,0,0,52.4,0,16.3,0,31.6,15.2
05-Mar-09,0,22,0,-,5.2,0,0,19.1,21.5,5.3,0,3.6
06-Mar-09,40.2,0,0,-,6.8,0,0,0,0,7.1,20.5,1.2
07-Mar-09,0.22,68,6.2,-,0,0,45.7,48.1,0,0,21.5,0
08-Mar-09,0,0,2.6,-,0,0,0,0,0,0,0,0
09-Mar-09,10.15,0,3.4,-,0,0,0,0,0,0,0,3.6
10-Mar-09,0,0,1.7,-,8.5,0,0,9.6,15.2,8.7,0,0
11-Mar-09,0,0,2.7,-,9.2,55.1,64.3,0,0,9.1,15.2,0
12-Mar-09,0.21,0,3.2,-,0.6,0,47.2,0,21.5,0,0,0
13-Mar-09,0.58,0,4.5,-,2.3,0,0,0,0,2.1,0,0
14-Mar-09,0,0,3.8,-,3.8,0,38.4,10.1,0,4.1,0,12.5
15-Mar-09,130.35,0,2.3,-,0,37.1,0,20.6,15.2,0,0,10.5
16-Mar-09,0,0,4.6,-,10.4,16,0,61.1,0,10.3,61.2,0
17-Mar-09,60.7,0,4.4,-,1.5,0,56.6,9.2,0,0,0,0.7
18-Mar-09,60.58,0,0,-,11.4,0,0,50,16.3,11.3,0,0
19-Mar-09,0,0,0,-,9.4,43.2,0,65.8,0,9.3,15.2,2.5
20-Mar-09,0,0,2.7,-,0,0,0,18.8,0,0,0,0
21-Mar-09,0,0,3.8,-,0,32.2,0,0,31.6,0,0,0
22-Mar-09,0,0,0,-,27.5,0,53.5,0,0,27.5,31.2,0
23-Mar-09,0,0,0,-,0,0,46.5,0,0,0,0.5,0
24-Mar-09,40.65,0,4.4,-,0,25.1,0,0,0,0,0,0
25-Mar-09,30.35,0,2.6,-,30.2,0,43.7,0,15.2,30.1,0,0
26-Mar-09,0,0,0,-,10.4,51.4,0,10.4,0,10.1,0,0
27-Mar-09,0,0,0,-,0,0,0,20.9,12.5,0,12.5,0
28-Mar-09,50.58,0,10.7,-,21.1,13.6,0,60.5,0,20.1,0,12.2
29-Mar-09,0,0,2.4,-,9.4,0,62.6,0,0,9.3,0,2.4
30-Mar-09,0,0,1.6,-,0,60.1,0,0,31.6,0,0,0
31-Mar-09,0,0,0,-,20.6,0,0,10.5,0,20.3,0,0
01-Apr-09,20.31,69,2.8,-,0,0,62.5,41.8,0,0,0,0
02-Apr-09,40.22,0,0,-,0,0,0,0,0,0,0,0
03-Apr-09,0,27,0,-,8.2,0,0,0,0,8.1,0,2.6
04-Apr-09,0,0,0,-,0,32.3,54.3,0,51.2,0,0,0
05-Apr-09,30.33,17,0,-,10.9,0,0,0,0,10.2,0,15.2
06-Apr-09,0,0,0,-,10.3,0,56.7,31,0,0,15.2,3.5
07-Apr-09,0,0,4.4,-,0,72.1,0,0,15.2,0,0,0
08-Apr-09,0,0,0,-,0,0,0,21.5,0,0,0,0
09-Apr-09,10.62,0,0,-,0,0,0,0,0,0,0,0
10-Apr-09,0,9,0,-,0,0,67.4,0,16.5,0,0,0
11-Apr-09,0,0,0,-,6.3,0,48.2,0,0,5.6,61.2,2.6
12-Apr-09,0,0,0,-,0,0,57.6,0,0,0,0,3.6
13-Apr-09,50.45,28,0,-,0,0,0,7.9,31.6,0,15.4,0
14-Apr-09,0.74,12,0,-,7.4,0,0,0,0,7.2,0,0
15-Apr-09,0,0,0,-,3.5,0,0,0,0,3.6,0,3.4
16-Apr-09,0,0,0,-,1.6,0,0,0,16.5,0,0,2.5
17-Apr-09,0,13,0,-,10.3,60,64.5,17,0,10.3,0,0
18-Apr-09,0,0,0,-,5.5,0,46.6,0,0,7.5,0,1.2
19-Apr-09,0,0,0,-,0,0,0,28.6,0,0,31.6,0.6
20-Apr-09,0.31,0,3.4,-,0,77.5,0,10,32.6,0,15.2,0
21-Apr-09,0,0,2.5,-,0,0,37.4,0,0,0,0,0
22-Apr-09,0,0,4.8,-,0,0,0,10.1,31.6,0,0,0
23-Apr-09,20.61,0,1.6,-,20.6,0,0,0,0,20.5,0,0
24-Apr-09,10.44,13,0,-,2.1,0,0,10.2,0,0,0,3.5
25-Apr-09,0.25,0,0,-,19.6,0,58.7,0,16.9,19.5,15.2,1.5
26-Apr-09,0,0,0,-,4.2,25.1,0,0,0,5.1,31.6,0
27-Apr-09,0,5,8.7,-,2.4,0,0,0,0,3,0,0
28-Apr-09,0,24,5.2,-,5.2,10.1,0,0,0,5,0,0
29-Apr-09,0,0,1.5,-,0.6,0,68.4,0,16.5,0,61.2,5.6
30-Apr-09,0,0,3.6,-,0,42,0,0,3.6,0,15.6,1.1
01-May-09,0,15,0,-,0,0,62.5,0,31.6,0,0,12.5
02-May-09,0,0,0,-,0,0,47.3,0,15.2,0,21.5,2.5
03-May-09,0,0,0,-,0,0,0,0,0,0,21.5,0
04-May-09,10.76,27,7.2,-,0,0,0,0,3.6,0,0.3,10.2
05-May-09,80.32,0,2.7,-,9.4,0,56.6,0,0,9.3,0,2.3
06-May-09,40.47,0,3.6,-,1.2,0,0,0,0,0,0,0.6
07-May-09,0,20,2.6,-,6.3,36.5,43.7,0,0,7.4,32.6,0
08-May-09,0,0,1.8,-,3.4,0,0,0,0,3.3,31.6,0
09-May-09,0.35,0,2.2,-,0,10,0,0,16.3,0,0,0
10-May-09,10.95,9,0,-,5.4,0,74.4,0,0,5.3,0,2.5
11-May-09,20.84,0,0,-,0.6,0,0,0,0,0,0,0
12-May-09,10.25,0,4.7,-,4.2,0,36.5,9.9,0,4.7,0,2.4
13-May-09,60.32,0,2.5,-,0,0,0,0,0,0,15.2,1.5
14-May-09,0,15,4.2,-,0,0,0,0,0,0,0,2.6
15-May-09,40.44,0,0,-,0,0,0,0,0,0,0,0
16-May-09,80.72,24,0,-,0,0,47.6,0,0,0,0,0
17-May-09,0,0,0,-,0,0,35.4,0,0,0,0,0
18-May-09,40.62,20,0,-,0,0,0,0,15.2,0,31.6,0.5
19-May-09,90.2,9,0,-,5.3,0,53.5,0,0,5.2,0.5,0
20-May-09,0,0,0,-,40.1,0,0,0,0,40,0,1.5
21-May-09,70.69,10,0,-,1.2,0,37.6,0,0,0,0.5,3.5
22-May-09,0,0,0,-,60.2,0,0,15.2,0,60,1.6,0
23-May-09,10.64,29,0,-,0.4,0,0,30.4,31.6,0,0,0
24-May-09,0,0,0,-,0,0,58.5,0,0,0,0,0
25-May-09,0,23,0,-,0,0,62.4,0,0,0,0,3.5
26-May-09,0,0,0,-,0,0,0,0,0,0,1.2,0
27-May-09,40.25,24,0,-,0,0,64.6,7.6,0,0,0,0
28-May-09,30.21,8,0,-,0,0,0,0,0,0,0,0
29-May-09,60.79,0,0,-,0,0,73.5,0,0,0,31.6,10.2
30-May-09,0,0,0,-,0,0,0,30,0,0,0,0.6
31-May-09,0,0,0,-,0,0,0,0,0,0,0,0
01-Jun-09,0,10,0,-,3.6,0,0,0,0,0,12.5,0
02-Jun-09,0.81,0,0,-,0,0,53.4,0,0,0,0,0
03-Jun-09,20.21,0,0,-,0,0,46.5,0,0,0,0,0.9
04-Jun-09,30.55,6,0,-,11.5,0,0,0,0,0,0,2.5
05-Jun-09,0,19,0,-,50.2,0,0,0,0,0,0,0
06-Jun-09,0,0,0,-,0,31.2,0,0,0,0,15.2,3.5
07-Jun-09,10,0,2.7,-,0,0,62.3,19.8,0,0,0,0
08-Jun-09,0,7,3.2,-,0,0,0,0,4.7,30.8,0,0
09-Jun-09,0,0,4.6,-,0,0,47.5,0,0,0,0,0
10-Jun-09,0,0,2.1,-,0,0,0,0,3.5,0,61.2,12.6
11-Jun-09,0,0,0,-,0,43.1,0,0,0,0,0,0.6
12-Jun-09,0,0,0,-,0,0,0,0,0,0,15.2,0
13-Jun-09,0,0,0,-,0,0,0,19.7,0,4.1,0,2.4
14-Jun-09,0,0,0,-,15.2,72.5,58.6,0,0,0,0,3.5
15-Jun-09,0,0,0,-,61.5,0,0,0,0,0,0,2.6
16-Jun-09,0,0,0,-,0,30,0,0,0,0,32.5,0
17-Jun-09,0,10,0,-,0,0,56.4,0,0,0,0,0
18-Jun-09,0,0,0,-,0,0,0,0,0,0,0,2.5
19-Jun-09,0,10,0,-,0,0,0,0,0,0,15.2,1.5
20-Jun-09,0,13,0,-,0,0,0,0,0,0,0,3.2
21-Jun-09,0,0,2.7,-,0,0,47.8,0,0,7.2,0,0
22-Jun-09,40.15,17,3.4,-,0,0,0,0,6.5,0,0,0
23-Jun-09,0,0,0,-,0,0,54.7,0,2,0,61.2,0
24-Jun-09,10.44,0,4.6,-,0,10.1,0,0,0,0,15.2,0
25-Jun-09,0,0,0,-,0,0,0,0,0,0,0,2.5
26-Jun-09,0,0,0,-,0,21.2,0,10,4.2,0,0,2.5
27-Jun-09,0,60,0,-,0,0,38.5,0,0,0,0,0
28-Jun-09,0,0,0,-,15.2,0,0,0,0,0,15.2,0
29-Jun-09,0,0,0,-,0,0,0,0,0,0,0,0
30-Jun-09,10.29,10,0,-,0,0,0,0,1.4,0,33.6,6.5
01-Jul-09,10,0,0,-,0,20.5,0,0,0,0,0,2.5
02-Jul-09,0,10.5,0,-,0,0,0,0,0,56.6,0,0
03-Jul-09,0,0,2.5,-,0,0,0,0,0,0,15.2,0
04-Jul-09,0,0,1.2,-,0,0,27.4,0,0,0,31.6,0
05-Jul-09,30,0,3.6,-,0,0,0,0,12.7,0,0,0
06-Jul-09,50.22,2.3,1.4,-,0,81,0,0,0,0,15.2,0
07-Jul-09,10.52,0,0,-,0,70.5,0,0,0,0,0,0
08-Jul-09,0,0,0,-,0,0,0,0,20.1,0,0,0
09-Jul-09,0,0,0,-,78.2,31.2,46.5,0,0,0,0,0
10-Jul-09,0,0,0,-,15.5,0,0,0,9.9,0,21.6,15.2
11-Jul-09,0,2.6,0,-,0,0,47.6,0,0,0,31.5,0
12-Jul-09,0,0,0,-,0,0,0,0,0,0,14.2,0
13-Jul-09,0,0,0,-,0,0,0,0,0,0,0,33.6
14-Jul-09,0,0,0,-,0,0,0,0,0,0,0,0
15-Jul-09,0,12.5,0,-,0,0,0,0,0,0,31.6,0
16-Jul-09,0,0,0,-,20.5,0,0,0,0,9.5,0,0
17-Jul-09,10.31,0,0,-,0,0,52.7,0,0,0,0,0
18-Jul-09,0,0,0,-,0,0,0,20.5,0,0,0,0
19-Jul-09,70.5,0,0,-,0,0,34.6,0,37.6,40,0,0
20-Jul-09,0,0,5.4,-,0,0,0,0,0,0,22.5,0
21-Jul-09,0,0,3.7,-,0,0,0,0,0,0,0,1.5
22-Jul-09,10,0,0,-,0,0,27.4,0,0,0,0,0.6
23-Jul-09,0,0,0,-,0,0,0,0,0,0,0,0
24-Jul-09,10.66,0,0,-,0,0,0,0,0,0,15.2,0
25-Jul-09,0,0,0,-,20.6,0,0,0,0,0,0,0
26-Jul-09,0,0,0,-,0,0,0,0,0,7.5,0,0
27-Jul-09,0,0,0,-,0,0,0,20,50,0,0,1.2
28-Jul-09,0,25.5,0,-,0,0,0,0,0,0,0,0
29-Jul-09,0,0,0,-,0,0,0,0,0,0,31.6,0
30-Jul-09,0,1.5,0,-,15.1,0,45.5,0,0,0,0,0
31-Jul-09,0,3.6,0,-,0,0,0,0,0,0,0,0
01-Aug-09,0,12.5,0,-,0,-,0,-,0,0,0,2.1
02-Aug-09,0,0,0,-,0,-,48.5,-,0,0,0,0
03-Aug-09,0,0,0,-,20.3,-,0,-,0,0,0,0
04-Aug-09,0,0,0,-,0,-,53.6,-,0,0,0,0
05-Aug-09,0,0,0,-,0,-,0,-,0,0,0,0
06-Aug-09,0,0,0,-,0,-,0,-,0,0,0,0
07-Aug-09,0,0,0,-,0,-,46.3,-,0,0,0,0
08-Aug-09,0,0,0,-,0,-,56.4,-,49,0,0,0
09-Aug-09,0,0,0,-,0,-,0,-,5,0,6.6,2.5
10-Aug-09,0,0,0,-,0,-,0,-,0,0,0,0
11-Aug-09,0,0,0,-,0,-,0,-,12,0,0,0
12-Aug-09,10.45,0,2.4,-,0,-,54.6,-,17,0,0,0
13-Aug-09,0,22.5,0,-,0,-,0,-,0,0,108.4,0
14-Aug-09,0,0,0,-,0,-,47.5,-,0,0,0,0
15-Aug-09,0,0,2.6,-,0,-,35.7,-,2,0,0,0
16-Aug-09,0,0,1.7,-,0,-,0,-,0,0,57.7,0
17-Aug-09,10,0,0,-,0,-,0,-,2.4,0,0,0
18-Aug-09,0,0,0,-,1.5,-,0,-,0,0,0,0
19-Aug-09,0,0,0,-,0,-,0,-,0,0,64.2,0
20-Aug-09,10.18,0,0,-,0,-,0,-,3,0,0,0
21-Aug-09,30.35,0,0,-,0,-,0,-,0,0,0,0
22-Aug-09,0,36.2,0,-,0,-,0,-,0,0,41.8,0
23-Aug-09,0,0,1.5,-,0,-,27.6,-,1.4,0,0,0
24-Aug-09,30,0,1.6,-,0.6,-,0,-,0,0,0,12.5
25-Aug-09,0.25,0,2.2,-,0,-,0,-,0,0,0,0
26-Aug-09,0,0,0,-,0,-,0,-,0,0,0,0
27-Aug-09,0,0.5,0,-,0,-,25.4,-,0,0,0,0
28-Aug-09,10,0,0,-,0,-,0,-,0,0,0,0
29-Aug-09,0,0,0,-,0,-,0,-,0,0,0,0
30-Aug-09,0,0,0,-,0,-,17.2,-,0,0,0,0
31-Aug-09,0,0,0,-,0,-,0,-,0,0,0,0
01-Sep-09,0,2.6,2.6,-,0,0,0,0,0,0,0,11.4
02-Sep-09,0,0,0,-,12.5,0,0,0,0,0,0,0
03-Sep-09,0,0,0,-,0,0,0,0,0,0,0,0
04-Sep-09,0,0,0,-,0,0,0,0,0,0,12.3,0
05-Sep-09,0,15.2,15.2,-,80.2,0,0,0,0,0,0,12.7
06-Sep-09,0,0,3.6,-,62.5,0,15.6,0,0,0,0,0
07-Sep-09,0,0,0,-,20.3,0,0,0,0,0,0,0
08-Sep-09,0,0,0,-,0,0,0,0,0,0,0,1.2
09-Sep-09,0,0,0,-,0,0,0,0,0,0,0,0.5
10-Sep-09,0,11.5,2.5,-,0,0,0,0,0,0,21.7,0.7
11-Sep-09,0,31.5,0,-,0,0,24.4,0,0,0,0,2.1
12-Sep-09,0,0,0,-,0,0,0,0,0,0,0,0
13-Sep-09,0,15.2,0,-,0,0,0,0,0,0,0,0
14-Sep-09,0,0,0,-,0,0,0,0,0,0,24.6,0
15-Sep-09,0,0,0,-,0,0,0,0,0,0,0,1.9
16-Sep-09,0,0,0,-,15.2,0,0,9.9,0,0,0,0
17-Sep-09,0,0,0,-,0,0,0,0,0,0,0,0
18-Sep-09,0,21.5,0,-,0,0,0,0,0,0,0,0
19-Sep-09,0,0,1.5,-,2.6,0,18.6,0,0,0,0,0
20-Sep-09,0,0,3.6,-,0,0,0,0,0,0,15.4,1.2
21-Sep-09,0,0,0,-,0,0,0,0,20.5,0,0,0
22-Sep-09,0,0,0,-,0,0,0,0,0,0,0,0
23-Sep-09,0,15.2,1.5,-,0,0,0,0,0,0,30.8,0
24-Sep-09,0,0,2.5,-,0,0,0,0,0,0,0,1.9
25-Sep-09,20.74,0,0,-,0,0,0,0,0,0,0,0
26-Sep-09,0,0,0,-,0,0,0,0,0,82.2,0,0
27-Sep-09,0,0,0,-,0,0,32.5,0,0,0,0,0
28-Sep-09,0,11.2,0,-,15.2,21.2,0,0,0,0,0,0
29-Sep-09,0,0,0,-,50.2,0,0,0,0,0,0,0
30-Sep-09,0,0,0,-,22.6,0,0,0,0,20.8,0,0
01-Oct-09,50.51,0,11.5,0,22.5,30.4,0,24.5,40.9,0,26.3,0
02-Oct-09,10.55,0,0,0,21.6,30,0,0,0.5,0,0,1.2
03-Oct-09,0.5,3.6,2.5,3.3,15.2,0,26.4,0,0,0,0,0
04-Oct-09,0,31.6,0,0.6,0,0,0,0,0,0,10.8,0
05-Oct-09,30,0,0,5.5,0,0,38.5,0,0,0,0,0
06-Oct-09,0,0,0,0,3.6,0,0,0,30.1,0,0,0
07-Oct-09,0,0,15.6,0,0,0,46.6,0,0.2,0,0,10
08-Oct-09,0,15.2,0,0,0,0,52.3,29.5,0,0,0,0
09-Oct-09,70,0,0,0,0,85.7,0,0,10.1,0,31.6,0
10-Oct-09,10,0,33.2,68,20.5,0,0,0,3.2,0,0,0
11-Oct-09,0,0,0,0,0,0,0,0,0,0,0,2.9
12-Oct-09,0,0,0,0,30.6,0,37.5,0,0,10.4,0,0
13-Oct-09,10,25.3,0,0,15.9,0,0,0,0,0,0,0
14-Oct-09,10.25,1.2,0,0,0,0,0,0,0,0,12.9,0
15-Oct-09,0,0,0,0,0,0,54.7,0,0,0,38.4,0
16-Oct-09,0,0,1.2,0,0,0,0,0,0,0,22.7,3.1
17-Oct-09,0,0,3.5,0,0,0,28.4,0,0,0,0,0
18-Oct-09,0,0,2.1,0,0,0,0,0,0,0,0,0
19-Oct-09,0,0,16.2,0,30.2,41.2,0,9.8,0,0,0,0
20-Oct-09,0,31.6,0,1.2,0,0,47.6,0,0,0,0,0
21-Oct-09,0,25.2,0,39,0,0,0,0,0,44.9,35.4,0.6
22-Oct-09,0,0,0,0.6,0,20.5,0,0,0,0,0,2.4
23-Oct-09,20,0,0,0,15.2,0,0,49.6,0,0,0,0
24-Oct-09,0,21.4,1.5,5.5,1.4,22.3,62.3,0,0,30.8,0,0
25-Oct-09,30.33,33.6,2.4,0,0,0,0,0,0,0,25.7,0
26-Oct-09,0,15.2,0,23.7,2.3,0,54.6,0,0,0,0,0
27-Oct-09,40.65,0,0,20,0,34.6,39.7,54.3,10.5,65.5,0,2.6
28-Oct-09,10,0,12.5,0,0,0,0,0,0,0,0,0
29-Oct-09,0,0,2.4,0,3.4,55.1,64.4,0,47.5,0,17.3,0
30-Oct-09,0,15.2,0,0,3.6,0,0,0,0,0,0,0
31-Oct-09,0,0,0,0,0,0,37.8,0,0,0,36.8,1.2
01-Nov-09,0,12.5,0,0,0,0,0,0,29.1,25.5,40.8,1.3
02-Nov-09,0,22.5,3.4,0,3.4,0,39.6,0,0,1.3,26.4,0
03-Nov-09,0,31.5,0,0,0,0,53.7,0,0,0,0,0
04-Nov-09,10,0,2.6,0,0,0,0,0,0,0,0,0
05-Nov-09,10.48,0,0,0,2.6,10.1,0,0,0,0,60.2,1.2
06-Nov-09,0,0.6,0,0,0,0,54.5,0,0,0,0,0
07-Nov-09,0.42,1.5,2.5,4.2,6.8,20.3,47.4,0,0,0,0,0
08-Nov-09,0,0,0,38.5,0,0,0,13.3,0,31.4,0,5.4
09-Nov-09,0,0,1.6,0,0,0,56.7,0,0,49.7,48.6,0
10-Nov-09,0,24.5,0,0.8,6.4,30.1,0,0,0,3.5,24.8,0
11-Nov-09,0,31.5,1.5,0,4.3,0,36.5,0,0,0,0,2.9
12-Nov-09,10.55,0,0,0,0,0,27.3,5,0,0,30,0
13-Nov-09,0,0,0,2.2,0,0,45.6,2.1,0,53.4,0,0
14-Nov-09,0.24,0,0,1,6.9,0,0,0,10.1,1.9,0,0
15-Nov-09,10.22,15.2,0,16,0,0,0,6.8,0,0,0,0
16-Nov-09,20,31.6,0,15,0,0,57.4,7.5,1.5,0,0,1.8
17-Nov-09,20.11,0,1.5,72.5,6.2,170.4,0,0,0,0,82.7,0
18-Nov-09,30.85,0,0,9.8,0,0,38.5,41,79.9,0,0,0
19-Nov-09,0,15.2,0,0.7,8.4,0,56.7,2.5,50,10.4,14.2,0
20-Nov-09,0,35.2,0,8,7.1,0,64.5,0,0,0.9,0,1.5
21-Nov-09,20,15.2,0,0,0,0,42.6,0,0,2.4,0,0
22-Nov-09,0,8.21,0,0,0,0,0,15.2,0,0,0,0
23-Nov-09,20.22,0,1.8,0,6.3,0,0,6.1,0,100.8,0,0.5
24-Nov-09,0.55,0,0,2,0,0,46.7,1.2,10.4,0,0,0
25-Nov-09,0,0,0,0,7.6,0,57.4,0,0,0,34.8,0
26-Nov-09,0,0,3.9,0,5.2,0,0,0,3.7,0,43.4,2.1
27-Nov-09,10.8,0,2.6,2.1,0,0,0,5.9,0,36.5,22.6,0.5
28-Nov-09,0,0,1.5,37,9.8,0,0,0,20.7,0,0,0
29-Nov-09,10.5,0,0,0,0,0,62.5,33.8,0,0,0,0
30-Nov-09,0.28,0,1.5,40,6.5,0,0,0,0,0,64.2,0
01-Dec-09,40.11,45.2,1.5,11.4,0,0,64.5,42.8,0,0,85.7,1.8
02-Dec-09,0,0,0,0,3.6,77.2,57.3,13,0,0,0,0
03-Dec-09,0.71,1,1.2,15.5,3.8,0,46.6,0,2,0,54,0
04-Dec-09,0,0,0,4.2,0,0,0,0,20.05,37.6,28.9,1.3
05-Dec-09,10.37,5.6,16.2,1.3,6.9,0,54.5,19.1,0,50.4,0,0
06-Dec-09,10,0.9,0,0,0,0,0,120.8,0,0,0,0
07-Dec-09,0,0,0,15,9.4,0,72.4,0.5,16.7,0,0,0.6
08-Dec-09,0,0,2.5,90.9,0,0,43.7,0,0,2.6,36.5,1.9
09-Dec-09,20.5,0,0,0,9.6,34.3,0,0,56.6,0,18.9,0
10-Dec-09,0,22.5,0,9.1,0,0,0,10,5.8,22.3,22.7,0
11-Dec-09,10,0,0,0,2.6,63.4,56.6,0,0,1.1,0,0
12-Dec-09,10,10.5,0,0,0,0,62.5,9.7,0,0,0,1.2
13-Dec-09,0.33,0.6,0,0,0,0,64.7,0,9.4,0,0,0
14-Dec-09,0,0.3,1.5,0,7.2,0,0,0,0,35.7,0,0
15-Dec-09,10.22,0,3.2,0,4.8,0,38.4,46.3,0,52.4,72.8,0
